,Name,Rating,Number of Ratings,Price,Region,Winery,Wine style,Alcohol content,Grapes,Food pairings,Bold,Tannin,Sweet,Acidic
117,Gran Reserva Cabernet Sauvignon 2018,4.0,1037,19.95,Chile / Central Valley / Rapel Valley / Colchagua Valley,Ravanal,Chilean Cabernet Sauvignon,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",60.62,45.8,21.7,40.34
118,Pura Fe Garnacha - Syrah 2017,3.8,35,17.99,Chile / Central Valley / Maipo Valley,Antiyal,,13.79454297,,[],61.73,46.29526972,9.05,53.555
119,Sauvignon Blanc Reserva 2020,4.0,539,13.29,Chile / Aconcagua / Casablanca Valley,Casas del Bosque,Chilean Sauvignon Blanc,13.8,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",43.98,46.29526972,3.95,66.66
120,Talinay Chardonnay 2020,3.8,125,30.0,Chile / Coquimbo / Limarí Valley,Tabali,Chilean Chardonnay,13.79454297,,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",65.42,46.29526972,31.65,36.82
121,Triple C Red Blend 2006,4.1,194,26.9,Chile / Central Valley / Maipo Valley,Santa Rita,Chilean Bordeaux Blend,13.79454297,,"['Beef', 'Pasta', 'Veal', 'Poultry']",85.0,55.51,9.15,44.71
122,Antiguas Reservas Chardonnay 2017,3.8,257,18.98,Chile / Central Valley / Maipo Valley,Cousiño-Macul,Chilean Chardonnay,14.4,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",59.84,46.29526972,40.66,24.69
123,Apalta Red 2015,3.8,1178,16.99,Chile / Central Valley / Rapel Valley / Colchagua Valley / Apalta Valley,Lapostolle,,13.79454297,,[],61.73,46.29526972,9.05,53.555
124,Syrah Reserva 2020,3.9,29,14.67,Chile / Central Valley / Maule Valley,Casas Patronales,Chilean Syrah,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",76.21,38.66,12.6,29.52
125,EQ Pinot Noir 2016,4.0,36,39.0,Chile / Aconcagua / Casablanca Valley,Matetic,Chilean Pinot Noir,14.0,100 Pinot Noir,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",45.13,3.06,11.65,46.15
126,Reserva Chardonnay 2021,3.8,173,17.0,Chile / Aconcagua / Casablanca Valley,Ventisquero,Chilean Chardonnay,13.79454297,,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",58.92,46.29526972,38.12,23.04
127,V Vinista 2020,3.8,55,16.95,Chile / South / Itata Valley,Pedro Parra y Familia,,13.79454297,,[],61.73,46.29526972,9.05,53.555
128,Syrah 2014,3.9,1612,17.99,Chile / Central Valley / Rapel Valley / Colchagua Valley,Montes,,13.79454297,,[],61.73,46.29526972,9.05,53.555
129,Apalta Red 2020,4.0,127,16.99,Chile / Central Valley / Rapel Valley / Colchagua Valley / Apalta Valley,Lapostolle,,13.79454297,,[],61.73,46.29526972,9.05,53.555
130,Sauvignon Blanc Reserva 2019,3.8,118,20.99,Chile / Central Valley / Maipo Valley,Escudo Rojo,Chilean Sauvignon Blanc,13.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",48.26,46.29526972,2.77,66.3
131,Twins Red Blend (Malbec - Cabernet Sauvignon) 2017,3.8,677,14.99,Chile / Central Valley / Rapel Valley / Colchagua Valley,Montes,Chilean Bordeaux Blend,14.5,"50 Cabernet Sauvignon, 50 Malbec","['Beef', 'Pasta', 'Veal', 'Poultry']",85.0,53.4,9.23,43.85
132,Cuvée Alexandre Cabernet Sauvignon 2018,3.8,1202,18.99,Chile / Central Valley / Rapel Valley / Colchagua Valley / Apalta Valley,Lapostolle,Chilean Cabernet Sauvignon,14.5,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",75.58,51.1,8.17,45.21
133,Carmenère Gran Reserva Cuvée 2019,4.0,182,20.99,Chile / Central Valley / Rapel Valley,Misiones de Rengo,Chilean Carménère,13.79454297,,"['Beef', 'Pasta', 'Lamb', 'Poultry']",69.63,35.25,13.23,44.62
134,Triple C Red Blend 2017,4.1,504,42.99,Chile / Central Valley / Maipo Valley,Santa Rita,Chilean Bordeaux Blend,14.4,"Carménère, Cabernet Sauvignon, Cabernet Franc","['Beef', 'Pasta', 'Veal', 'Poultry']",85.0,55.51,9.15,44.71
135,Cabernet Franc Limited Edition 2017,4.0,652,14.5,Chile / Central Valley / Maipo Valley,Perez Cruz,,13.79454297,,[],61.73,46.29526972,9.05,53.555
136,Pinot Noir Reserva 2019,3.8,508,14.24,Chile / Aconcagua / Casablanca Valley,Casas del Bosque,Chilean Pinot Noir,13.1,100 Pinot Noir,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",39.81,3.7,9.55,49.76
137,Carménère (Peumo Vineyard Block 27) 2016,4.2,2013,49.99,Chile / Central Valley / Rapel Valley / Cachapoal Valley,Terrunyo,Chilean Carménère,14.7,100 Carménère,"['Beef', 'Pasta', 'Lamb', 'Poultry']",75.2,34.96,11.77,43.36
138,Montes Alpha Carmenère 2017,4.1,2495,16.99,Chile / Central Valley / Rapel Valley / Colchagua Valley,Montes,Chilean Carménère,13.79454297,,"['Beef', 'Pasta', 'Lamb', 'Poultry']",74.54,33.54,11.54,41.6
139,Late Harvest (Noble Botrytis) Sauvignon Blanc 2015,3.9,35,14.17,Chile / Central Valley / Curico Valley,Echeverría,,13.79454297,,[],61.73,46.29526972,9.05,53.555
140,Carmenere 2019,4.1,33,20.89,Chile / Central Valley / Rapel Valley / Cachapoal Valley,Alchemy,Chilean Carménère,13.79454297,,"['Beef', 'Pasta', 'Lamb', 'Poultry']",76.71,33.93,5.42,48.73
141,Cariblanco Sauvignon Blanc 2018,4.0,50,23.8,Chile / Aconcagua / Casablanca Valley,Kingston Family Vineyards,Chilean Sauvignon Blanc,13.0,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",40.22,46.29526972,9.05,68.61
142,Secreto Carmenère 2018,3.8,931,12.99,Chile / Central Valley / Rapel Valley / Colchagua Valley,Viu Manent,Chilean Carménère,14.0,100 Carménère,"['Beef', 'Pasta', 'Lamb', 'Poultry']",69.58,34.9,11.0,41.6
143,Pinot Noir Rosé 2021,4.0,109,13.29,Chile / Aconcagua / Casablanca Valley,Casas del Bosque,,13.79454297,,[],61.73,46.29526972,9.05,53.555
144,Edición Limitada A 2017,4.0,149,29.0,Chile / Central Valley / Rapel Valley / Colchagua Valley,Caliterra,Chilean Bordeaux Blend,13.79454297,,"['Beef', 'Pasta', 'Veal', 'Poultry']",85.0,56.95,13.83,45.31
145,Syrah Gran Reserva 2019,3.9,96,18.99,Chile / Aconcagua / Casablanca Valley,Casas del Bosque,Chilean Syrah,14.0,Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",84.69,39.33,11.46,28.3
146,Cabernet Sauvignon Gran Reserva 2019,4.0,136,18.99,Chile / Central Valley / Maipo Valley,Casas del Bosque,Chilean Cabernet Sauvignon,14.0,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",74.55,45.59,10.85,42.99
147,Cuvée Colchagua Carmenere 2020,4.0,27,20.42,Chile / Central Valley / Rapel Valley / Colchagua Valley,Casa Silva,Chilean Carménère,13.79454297,,"['Beef', 'Pasta', 'Lamb', 'Poultry']",76.2,32.42,6.14,38.9
148,Legado Carmenère (Reserva) 2019,3.8,189,23.49,Chile / Central Valley / Maipo Valley,De Martino,Chilean Carménère,13.5,100 Carménère,"['Beef', 'Pasta', 'Lamb', 'Poultry']",75.58,32.17,8.26,41.84
149,O Leão Red Blend 2019,4.1,120,33.33,Chile / Central Valley / Rapel Valley / Cachapoal Valley,Viña Vik Winery,,13.79454297,,[],61.73,46.29526972,9.05,53.555
150,Syrah Reserva 2020,3.9,29,14.67,Chile / Central Valley / Maule Valley,Casas Patronales,Chilean Syrah,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",76.21,38.66,12.6,29.52
151,Cauquenina (Viñas Viejas de Cauquenes) 2016,3.9,124,21.0,Chile / Central Valley / Maule Valley,Clos des Fous,,13.79454297,,[],61.73,46.29526972,9.05,53.555
152,Grand Selection Chardonnay 2017,3.8,568,13.99,Chile / Aconcagua / Casablanca Valley,Lapostolle,Chilean Chardonnay,13.5,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",64.37,46.29526972,42.06,14.09
153,Reserva de Familia Cabernet Sauvignon 2017,3.8,968,20.99,Chile / Central Valley / Maipo Valley,Santa Carolina,Chilean Cabernet Sauvignon,13.5,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",75.0,51.98,10.72,44.51
154,Presumido Carménère 2018,4.3,556,24.99,Chile / Central Valley / Maipo Valley,Casa Bauzá,Chilean Carménère,13.79454297,,"['Beef', 'Pasta', 'Lamb', 'Poultry']",68.4,34.6,29.07,43.41
155,Sauvignon Blanc Gran Reserva 2017,3.8,294,16.14,Chile / Aconcagua / Casablanca Valley,Casas del Bosque,Chilean Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",46.19,46.29526972,4.27,63.76
156,No 03 Light & Lively 2018,3.9,123,19.99,Chile / Central Valley,Obvious Wines,,13.79454297,,[],61.73,46.29526972,9.05,53.555
157,La Cantera Sauvignon Blanc 2020,4.1,169,17.09,Chile / Aconcagua / Casablanca Valley,Casas del Bosque,Chilean Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",41.05,46.29526972,7.27,64.37
158,Sauvignon Blanc Pequeñas Producciones 2018,4.3,253,28.49,Chile / Aconcagua / Casablanca Valley,Casas del Bosque,Chilean Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",44.5,46.29526972,7.94,61.99
159,Cromas Carménère Gran Reserva 2019,3.9,468,17.99,Chile / Central Valley / Rapel Valley / Colchagua Valley,Los Vascos,Chilean Carménère,14.5,100 Carménère,"['Beef', 'Pasta', 'Lamb', 'Poultry']",76.14,34.87,6.76,43.78
160,Gran Reserva Cabernet Sauvignon 2017,4.1,67,22.5,Chile / Central Valley / Rapel Valley / Colchagua Valley,Maquis,Chilean Cabernet Sauvignon,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",63.73,49.83,14.57,46.17
161,Estate Carmenère 2018,3.8,198,14.49,Chile / Central Valley / Maipo Valley,De Martino,Chilean Carménère,14.0,100 Carménère,"['Beef', 'Pasta', 'Lamb', 'Poultry']",71.97,34.29,10.71,40.69
162,Cabernet Sauvignon Reserva 2011,3.9,61,19.99,Chile / Central Valley / Rapel Valley / Colchagua Valley,Los Vascos,Chilean Cabernet Sauvignon,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",66.61,49.03,11.01,44.36
163,Grand Selection Merlot 2019,3.8,150,14.95,Chile / Central Valley / Rapel Valley,Lapostolle,Chilean Merlot,13.79454297,,"['Beef', 'Lamb', 'Veal']",64.12,15.01,16.18,13.43
164,Lazuli Cabernet Sauvignon 2017,4.2,295,32.99,Chile / Central Valley / Maipo Valley,Viña Aquitania,Chilean Cabernet Sauvignon,14.2,Cabernet Sauvignon,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",67.75,47.14,12.12,45.72
165,Legado Carmenère (Reserva) 2020,4.0,52,21.5,Chile / Central Valley / Maipo Valley,De Martino,Chilean Carménère,13.79454297,,"['Beef', 'Pasta', 'Lamb', 'Poultry']",75.58,32.17,8.26,41.84
166,Cabernet Sauvignon (Reserva Especial) 2017,3.8,176,16.67,Chile / Central Valley / Rapel Valley / Colchagua Valley,Calcu,Chilean Cabernet Sauvignon,14.0,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",68.32,50.7,10.5,45.98
167,Cota 500 Chardonnay 2021,4.1,56,21.0,Chile / Central Valley / Maipo Valley,Andes Plateau,Chilean Chardonnay,13.79454297,,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",50.92,46.29526972,30.68,46.98
168,Armador Cabernet Sauvignon 2020,3.8,154,18.33,Chile / Central Valley / Maipo Valley,Odfjell,Chilean Cabernet Sauvignon,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",71.9,48.56,15.39,43.78
169,Cabernet Sauvignon Reserva 2019,3.9,3424,15.99,Chile / Central Valley / Maipo Valley,Perez Cruz,Chilean Cabernet Sauvignon,13.5,100 Shiraz/Syrah,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",68.26,47.71,14.54,41.64
170,Cabernet Franc Limited Edition 2020,4.1,390,20.99,Chile / Central Valley / Maipo Valley,Perez Cruz,,13.79454297,,[],61.73,46.29526972,9.05,53.555
171,Reserva Merlot 2020,3.8,75,17.0,Chile / Central Valley / Maipo Valley,Ventisquero,Chilean Merlot,13.79454297,,"['Beef', 'Lamb', 'Veal']",63.44,18.96,21.66,17.74
172,Subsollum Pinot Noir 2017,3.9,265,20.99,Chile / Central Valley / Rapel Valley / Cachapoal Valley,Clos des Fous,Chilean Pinot Noir,13.79454297,,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",39.68,3.72,6.28,51.06
173,Cabernet Franc 2017,4.0,389,17.99,Chile / Central Valley / Rapel Valley / Colchagua Valley,Maquis,,13.79454297,,[],61.73,46.29526972,9.05,53.555
174,Costero Sauvignon Blanc 2019,3.9,311,16.99,Chile / Central Valley / Rapel Valley / Colchagua Valley,Mario Geisse,Chilean Sauvignon Blanc,13.79454297,,"['Shellfish', 'Vegetarian', 'Goat cheese']",45.11,46.29526972,10.43,61.8
175,Syrah Gran Reserva 2020,4.1,50,18.99,Chile / Aconcagua / Casablanca Valley,Casas del Bosque,Chilean Syrah,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",84.69,39.33,11.46,28.3
176,Canto de Apalta Cellar Selection 2018,3.8,48,20.3,Chile / Central Valley / Rapel Valley,Lapostolle,,13.79454297,,[],61.73,46.29526972,9.05,53.555
