,Name,Rating,Number of Ratings,Price,Region,Winery,Wine style,Alcohol content,Grapes,Food pairings,Bold,Tannin,Sweet,Acidic
106,Old Vine Zinfandel 2019,4.0,579,24.99,United States / California / Central Valley / Lodi,Boneshaker,Californian Zinfandel,15.0,100 Zinfandel,"['Beef', 'Lamb', 'Poultry']",85.0,30.4,31.04,12.33
107,Signature Series Chardonnay 2019,3.9,105,22.99,United States / California / North Coast / Sonoma County / Sonoma Coast,Sean Minor,Californian Chardonnay,14.1,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",80.19,46.29526972,35.99,44.0
108,Reserve Paso Robles Cabernet Sauvignon 2018,3.9,1110,17.99,United States / California / Central Coast / San Luis Obispo County / Paso Robles,Josh Cellars,Californian Cabernet Sauvignon,14.5,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",78.53,48.4,15.54,42.38
109,Riesling Dry 2020,3.9,220,17.99,United States / New York / Finger Lakes,Dr. Konstantin Frank,,13.79454297,,[],61.73,46.29526972,9.05,53.555
110,Old Vine Zinfandel 2020,3.8,154,23.99,United States / California / North Coast / Sonoma County / Sonoma Valley,Bedrock Wine Co.,Californian Zinfandel,12.0,100 Zinfandel,"['Beef', 'Lamb', 'Poultry']",84.42,32.78,27.08,18.8
111,Pinot Noir (Route 116) 2019,4.1,189,28.99,United States / California / North Coast / Sonoma County / Sonoma Coast,RouteStock,Californian Pinot Noir,13.79454297,,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",35.4,22.06,4.11,55.64
112,Sauvignon Blanc 2020,3.8,446,19.99,United States / California,Bonterra,Californian Sauvignon Blanc,13.2,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",41.06,46.29526972,1.8,69.57
113,Klee Pinot Noir 2020,3.9,84,21.99,United States / Oregon / Willamette Valley,Roots Wine Co.,Oregon Pinot Noir,13.79454297,,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",19.63,20.71,3.15,62.84
114,Dutton Ranch Chardonnay 2017,4.1,153,34.94,United States / California / North Coast / Sonoma County / Russian River Valley,Dutton-Goldfield,Californian Chardonnay,13.5,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",82.79,46.29526972,35.79,48.05
115,Sonoma County Chardonnay 2019,3.8,947,19.99,United States / California / North Coast / Sonoma County,SIMI,Californian Chardonnay,13.5,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",83.38,46.29526972,32.71,47.52
116,Estate Vineyard Chardonnay 2018,4.1,73,30.99,United States / California / North Coast / Napa County / Napa Valley / Los Carneros,Bouchaine,Napa Valley Chardonnay,14.2,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",85.0,46.29526972,25.12,37.66
117,Silk Soft Red Blend 2020,3.9,969,11.99,United States / California,Ménage à Trois,Californian Red Blend,13.5,100 Pinot Noir,"['Beef', 'Lamb', 'Veal', 'Poultry']",85.0,39.59,10.88,58.4
118,Vintner's Reserve Red Blend 2018,3.9,351,21.99,United States / California,Kendall-Jackson,Californian Bordeaux Blend,14.5,"Cabernet Sauvignon, Cabernet Franc, Merlot","['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",82.39,55.53,8.45,64.18
119,Indian Wells Chardonnay 2020,3.9,203,21.99,United States / Washington / Columbia Valley,Chateau Ste. Michelle,Washington State Chardonnay,13.5,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",66.47,46.29526972,16.81,55.81
120,Tip Top Vineyard Zinfandel 2015,4.1,32,33.99,United States / California / North Coast / Napa County / Napa Valley,Green & Red,Californian Zinfandel,15.4,100 Zinfandel,"['Beef', 'Lamb', 'Poultry']",85.0,32.7,28.41,9.98
121,Alexandrie Brut N.V.,4.4,431,99.99,United States / California / North Coast / Napa County / Napa Valley / Rutherford,Alexandrie Cellars,Californian Sparkling,13.79454297,,[],61.73,46.29526972,9.05,53.555
122,The Offering 2019,4.1,41,28.0,United States / California / Central Coast / Santa Barbara County,Sans Liege Wines,Californian Rhône Blend Red,14.9,"Shiraz/Syrah, Grenache, Mourvedre","['Beef', 'Pasta', 'Lamb', 'Game (deer, venison)']",85.0,56.29,8.04,54.82
123,Old Vine Zinfandel 'Epicenter' 2019,4.0,117,22.99,United States / California / Central Valley / Lodi,Mettler Family Vineyards,Californian Zinfandel,14.5,100 Zinfandel,"['Beef', 'Lamb', 'Poultry']",85.0,30.73,30.6,11.06
124,Fire + Flood The Fire Pinot Noir 2015,4.1,97,32.99,United States / Oregon / Willamette Valley,Chapter 24,Oregon Pinot Noir,13.5,100 Pinot Noir,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",25.41,18.0,6.15,61.51
125,The Cutrer Chardonnay 2019,4.2,69,27.99,United States / California / North Coast / Sonoma County / Russian River Valley,Sonoma-Cutrer,Californian Chardonnay,14.1,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",85.0,46.29526972,36.47,44.79
126,Gamay Noir 2019,3.9,25,28.99,United States / New York / Finger Lakes,Terrassen,,13.79454297,,[],61.73,46.29526972,9.05,53.555
127,White Zinfandel 2020,4.0,44,27.97,United States / California / North Coast / Napa County / Napa Valley,Turley,Californian Rosé,13.79454297,,"['Shellfish', 'Spicy food', 'Appetizers and snacks', 'Fruity desserts', 'Aperitif']",61.73,46.29526972,9.05,53.555
128,Educated Guess Cabernet Sauvignon 2020,4.0,476,23.49,United States / California / North Coast / Napa County,Roots Run Deep,Californian Cabernet Sauvignon,14.5,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,53.46,9.14,49.6
129,Proprietary Red 2017,4.1,38,36.99,United States / California / North Coast / Napa County / Napa Valley,Maldonado,Californian Red Blend,13.79454297,,"['Beef', 'Lamb', 'Veal', 'Poultry']",85.0,55.82,12.56,61.69
130,Austin Cabernet Sauvignon N.V.,4.2,3432,19.99,United States / California / Central Coast / San Luis Obispo County / Paso Robles,Austin Hope,Californian Cabernet Sauvignon,14.5,100 Cabernet Sauvignon,[],61.73,46.29526972,9.05,53.555
131,Napa Five Cabernet Sauvignon N.V.,4.3,363,32.99,United States / California / North Coast / Napa County / Napa Valley,Roberts + Rogers,Napa Valley Cabernet Sauvignon,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Mature and hard cheese', 'Poultry']",84.47,50.7,11.0,51.84
132,Pinot Noir (Three Vineyards) 2019,3.9,125,18.14,United States / California,Cherry Pie,Californian Pinot Noir,14.2,100 Pinot Noir,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",40.36,21.98,11.3,53.01
133,Monterey Pinot Noir 2019,3.8,1388,21.99,United States / California / Central Coast / Monterey County / Monterey,La Crema,Californian Pinot Noir,13.5,100 Pinot Noir,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",40.14,19.66,6.89,53.29
134,Midnight Dark Red Blend 2020,3.8,451,11.99,United States / California,Ménage à Trois,Californian Red Blend,13.5,100 Merlot,"['Beef', 'Lamb', 'Veal', 'Poultry']",85.0,48.82,12.07,62.26
135,California Red Wine 2019,3.9,3091,21.99,United States / California,Decoy,Californian Red Blend,13.9,"35 Cabernet Sauvignon, 27 Merlot, 16 Zinfandel, 8 Petite Sirah, 5 Malbec, 5 Petit Verdot, 2 Shiraz/Syrah, 2 Carignan","['Beef', 'Lamb', 'Veal', 'Poultry']",84.74,48.46,9.48,62.26
136,Grand Reserve Chardonnay 2019,3.9,935,20.99,United States / California,Kendall-Jackson,Californian Chardonnay,14.5,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",85.0,46.29526972,34.85,46.49
137,Blanc de Noirs Brut 2018,4.0,162,34.99,United States / California / North Coast,Schramsberg,Californian Sparkling,12.8,100 Pinot Noir,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Aperitif']",62.56,46.29526972,9.05,52.79
138,Chardonnay 2019,3.8,119,19.99,United States / California,Böen,Californian Chardonnay,13.79454297,,[],61.73,46.29526972,9.05,53.555
139,M5 White 2018,4.0,71,18.99,United States / California / Central Coast / Santa Barbara County,Margerum,Californian White Blend,13.1,"50 Grenache Blanc, 22 Roussanne, 15 Marsanne, 12 Viognier, 1 Picpoul Blanc","['Pasta', 'Pork', 'Shellfish', 'Poultry']",63.36,46.29526972,27.03,29.9
140,Ely Cabernet Sauvignon 2018,3.8,489,18.99,United States / California / Central Coast / San Luis Obispo County / Paso Robles,Callaway,Californian Cabernet Sauvignon,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",73.2,47.18,10.48,41.0
141,Chehalem Mountains Pinot Noir 2020,4.3,102,33.99,United States / Oregon / Willamette Valley / Chehalem Mountains,Chehalem,Oregon Pinot Noir,12.5,100 Pinot Noir,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",20.83,22.43,2.04,60.11
142,Estate Sta. Rita Hills Pinot Noir 2020,3.9,132,36.94,United States / California / Central Coast / Santa Barbara County / Sta. Rita Hills,Melville,Californian Pinot Noir,14.0,100 Pinot Noir,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",42.63,22.08,5.65,55.22
143,Pinot Noir Santa Barbara County 2021,4.1,32,24.56,United States / California / Central Coast / Santa Barbara County,Au Bon Climat,Californian Pinot Noir,13.79454297,,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",40.2,20.35,7.63,54.91
144,Pinot Noir 2020,3.8,179,14.93,United States / Oregon,Primarius,Oregon Pinot Noir,13.2,100 Pinot Noir,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",19.46,20.62,1.64,65.59
145,1896 Red Blend 2019,3.9,35,14.0,United States / California,Foppiano Vineyards,Californian Red Blend,14.5,100 Petite Sirah,"['Beef', 'Lamb', 'Veal', 'Poultry']",74.96,53.46,17.63,56.44
146,Pinot Noir Classique 2021,4.1,44,37.99,United States / Oregon / Willamette Valley,Lange,Oregon Pinot Noir,13.79454297,,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",22.87,20.57,4.27,63.44
147,Los Osos Merlot 2019,3.8,540,15.99,United States / California / Central Coast / San Luis Obispo County / Paso Robles,J. Lohr Vineyards & Wines,Californian Merlot,14.0,100 Merlot,"['Beef', 'Lamb', 'Veal']",67.17,21.07,16.14,14.37
148,Claret 2012,4.0,102,38.95,United States / Washington / Columbia Valley,Matthews,Washington State Red Blend,13.79454297,,"['Beef', 'Pasta', 'Veal', 'Poultry']",66.74,51.35,5.53,63.63
149,Sonoma Coast Chardonnay 2019,3.8,553,25.99,United States / California / North Coast / Sonoma County / Sonoma Coast,Chalk Hill,Californian Chardonnay,14.5,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",81.38,46.29526972,34.02,46.85
150,Summit Creek Zinfandel 2020,3.8,135,18.99,United States / California / Central Coast,Opolo,Californian Zinfandel,13.79454297,,"['Beef', 'Lamb', 'Poultry']",85.0,30.73,35.58,12.95
151,True Grit Reserve Cabernet Sauvignon 2019,4.0,92,17.07,United States / California / North Coast / Mendocino County,Parducci,Californian Cabernet Sauvignon,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,53.54,4.59,45.55
152,Gratitude (Olsen Brothers Vineyard) 2017,4.1,143,31.94,United States / Washington / Columbia Valley / Yakima Valley,B. Leighton,Washington State Red Blend,13.79454297,,"['Beef', 'Pasta', 'Veal', 'Poultry']",64.51,54.0,12.62,61.78
153,Vintner's Reserve Chardonnay 2018,3.9,5301,13.99,United States / California,Kendall-Jackson,Californian Chardonnay,13.5,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",85.0,46.29526972,37.51,45.42
154,Old Vine Zinfandel 2015,4.2,972,38.99,United States / California / North Coast / Sonoma County,Seghesio,Californian Zinfandel,15.4,100 Zinfandel,"['Beef', 'Lamb', 'Poultry']",85.0,31.62,30.64,13.65
155,Overlook Chardonnay 2019,4.0,254,29.97,United States / California / North Coast / Sonoma County,Landmark Vineyards,Californian Chardonnay,14.3,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",83.92,46.29526972,34.03,46.07
156,Zinfandel 2019,3.8,154,22.99,United States / California / Central Valley / Lodi,The Federalist,Californian Zinfandel,14.1,100 Zinfandel,"['Beef', 'Lamb', 'Poultry']",85.0,29.59,30.25,14.24
157,Diamond Collection Zinfandel 2018,3.8,703,14.99,United States / California,Francis Ford Coppola Winery,Californian Zinfandel,13.5,100 Zinfandel,"['Beef', 'Lamb', 'Poultry']",85.0,29.99,30.42,12.13
158,CrossBarn Sonoma Coast Chardonnay 2020,4.0,67,21.35,United States / California / North Coast / Sonoma County / Sonoma Coast,Paul Hobbs,Californian Chardonnay,14.1,100 Chardonnay,[],61.73,46.29526972,9.05,53.555
159,Inspiration 2018,4.1,55,21.99,United States / California / Central Coast / Santa Barbara County,Epiphany,Californian White Blend,13.79454297,,"['Pasta', 'Pork', 'Shellfish', 'Poultry']",64.26,46.29526972,24.04,30.82
160,Blend 25 2012,4.4,33,39.95,United States / California,B Cellars,Californian Red Blend,13.79454297,,"['Beef', 'Lamb', 'Veal', 'Poultry']",85.0,55.03,6.74,63.5
161,Zinfandel Old Vine 2018,4.1,140,36.0,United States / California / North Coast / Sonoma County / Dry Creek Valley,Dry Creek Vineyard,Californian Zinfandel,14.5,100 Zinfandel,"['Beef', 'Lamb', 'Poultry']",85.0,33.1,28.46,14.32
162,Cat's Cradle Zinfandel 2018,4.2,72,36.99,United States / California / North Coast / Sonoma County / Rockpile,Baca,Californian Zinfandel,13.79454297,,"['Beef', 'Lamb', 'Poultry']",84.39,37.12,25.05,15.69
163,Riverview Vineyard Chardonnay 2018,4.0,51,30.0,United States / California / Central Coast / Monterey County / Monterey,Metz Road,Californian Chardonnay,14.5,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",84.18,46.29526972,35.19,49.76
164,Old Vine Zinfandel 2017,3.9,471,15.95,United States / California / Central Valley / Lodi,Big Smooth,Californian Zinfandel,15.5,100 Zinfandel,"['Beef', 'Lamb', 'Poultry']",85.0,22.09,30.25,9.07
165,Malbec 2015,3.9,32,32.99,United States / Washington / Columbia Valley,Nine Hats,,13.79454297,,[],61.73,46.29526972,9.05,53.555
166,Murto Vineyard Pinot Noir 2015,4.2,56,39.99,United States / Oregon / Willamette Valley / Dundee Hills,Belle Pente,Oregon Pinot Noir,13.79454297,,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",24.61,22.35,5.34,60.75
167,Chardonnay Y3 2016,3.8,134,24.99,United States / California / North Coast / Napa County / Napa Valley,JAX Vineyards,Napa Valley Chardonnay,13.5,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",85.0,46.29526972,25.12,39.11
168,Knights Valley Cabernet Sauvignon 2019,4.2,1141,24.99,United States / California / North Coast / Sonoma County / Knights Valley,Beringer,Californian Cabernet Sauvignon,14.5,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,53.0,9.03,43.11
169,Santa Barbara County Chardonnay 2020,4.0,287,22.99,United States / California / Central Coast / Santa Barbara County,Fess Parker,Californian Chardonnay,13.79454297,,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",83.75,46.29526972,36.63,49.45
170,Left Bank Red 2015,3.9,202,49.99,United States / California / North Coast / Napa County / Napa Valley,Neyers,Napa Valley Bordeaux Blend,14.1,"Cabernet Sauvignon, Merlot","['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",76.83,40.03,12.04,35.59
171,Rosé 2020,3.8,609,22.99,United States / California / Central Coast,Summer Water,Californian Rosé,12.5,Grenache,"['Shellfish', 'Spicy food', 'Appetizers and snacks', 'Fruity desserts', 'Aperitif']",61.73,46.29526972,9.05,53.555
172,Justine Red 2013,4.2,63,39.95,United States / Washington / Columbia Valley,Avennia,Washington State Red Blend,13.79454297,,"['Beef', 'Pasta', 'Veal', 'Poultry']",63.19,49.57,6.16,62.09
173,Summit Creek Cabernet Sauvignon 2020,4.0,32,21.99,United States / California / Central Coast / San Luis Obispo County / Paso Robles,Opolo,Californian Cabernet Sauvignon,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",83.46,55.24,17.71,41.83
174,Freakshow Zinfandel 2019,3.9,555,19.99,United States / California / Central Valley / Lodi,Michael David Winery,Californian Zinfandel,15.5,100 Zinfandel,"['Beef', 'Lamb', 'Poultry']",85.0,31.89,32.61,15.96
175,Pinot Grigio 2020,3.8,251,13.99,United States / California / Central Coast / Santa Barbara County,SeaGlass,Californian Pinot Gris,13.5,100 Pinot Gris,"['Pork', 'Spicy food', 'Mushrooms', 'Cured Meat']",39.66,46.29526972,16.73,31.75
176,The Deal Syrah 2019,4.1,30,32.94,United States / Washington / Columbia Valley / Wahluke Slope,K Vintners,Washington State Syrah,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",67.93,58.49,5.38,55.2
177,Bear Cub Red 2018,4.1,65,37.99,United States / Washington / Columbia Valley,Pursued by Bear,Washington State Red Blend,14.2,100 Cabernet Sauvignon,"['Beef', 'Pasta', 'Veal', 'Poultry']",73.68,53.34,4.91,59.54
178,Estate Cabernet Sauvignon 2019,3.9,915,25.99,United States / California / North Coast / Sonoma County / Alexander Valley,Alexander Valley Vineyards,Californian Cabernet Sauvignon,14.0,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,55.76,5.11,45.67
179,Cherry Moscato N.V.,4.2,1424,12.99,United States / Indiana,Oliver,,13.79454297,,[],61.73,46.29526972,9.05,53.555
180,Vintner's Reserve Merlot 2018,3.8,162,22.99,United States / California / North Coast / Sonoma County,Kendall-Jackson,Californian Merlot,14.5,100 Merlot,"['Beef', 'Lamb', 'Veal']",64.82,21.53,14.46,13.0
181,House of Brown Chardonnay 2020,4.1,266,19.99,United States / California / Central Valley,Brown Estate,Californian Chardonnay,13.0,Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",81.5,46.29526972,34.03,48.17
182,The Possessor (Tolliver Ranch Vineyard) 2019,4.0,100,25.99,United States / California / Central Coast / San Luis Obispo County / Paso Robles,Tooth & Nail,Californian Cabernet Sauvignon,15.0,Cabernet Sauvignon,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,54.08,7.5,57.12
183,Béton 2019,4.0,161,23.99,United States / Oregon,Division Villages,,13.79454297,,[],61.73,46.29526972,9.05,53.555
184,Scout's Honor Red 2020,4.3,62,40.0,United States / California / North Coast / Napa County / Napa Valley,Venge Vineyards,Californian Red Blend,15.3,"Shiraz/Syrah, Zinfandel, Petite Sirah, Charbono","['Beef', 'Lamb', 'Veal', 'Poultry']",85.0,51.55,22.74,61.81
185,Yakima Valley Red 2018,3.9,103,32.0,United States / Washington / Columbia Valley / Yakima Valley,Owen Roe,Washington State Red Blend,14.1,"Cabernet Sauvignon, Cabernet Franc, Malbec, Merlot","['Beef', 'Pasta', 'Veal', 'Poultry']",67.11,55.84,6.37,65.19
186,Gewürztraminer 2020,3.9,762,13.99,United States / California / Central Coast / Monterey County / Monterey,Fetzer,Californian Gewürztraminer,12.0,100 Gewürztraminer,"['Pork', 'Rich fish (salmon, tuna etc)', 'Spicy food', 'Poultry', 'Mild and soft cheese']",65.22,46.29526972,53.4,13.74
187,Red Mountain Cabernet Sauvignon 2018,4.3,75,34.99,United States / Washington / Columbia Valley / Yakima Valley / Red Mountain,Hedges Family Estate,Washington State Cabernet Sauvignon,14.0,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",66.66,63.78,4.2,63.6
188,Grateful Dead Limited Edition Cabernet Sauvignon 2020,3.9,33,11.72,United States / California,Gnarly Head,Californian Cabernet Sauvignon,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,53.58,0.91,41.59
189,Beringer Bros. Bourbon Barrel Aged Cabernet Sauvignon 2020,4.0,238,19.99,United States / California / North Coast / Napa County / Napa Valley,Beringer,Napa Valley Cabernet Sauvignon,14.5,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Game (deer, venison)', 'Mature and hard cheese', 'Poultry']",85.0,48.8,17.82,50.69
190,Fumé Blanc (Sauvignon Blanc) 2021,3.8,518,16.99,United States / California / North Coast / Sonoma County,Ferrari Carano,Californian Sauvignon Blanc,13.9,100 Sauvignon Blanc,"['Shellfish', 'Vegetarian', 'Goat cheese']",42.67,46.29526972,3.86,67.06
191,Classic Vintage Brut 2017,4.0,44,39.99,United States / California / North Coast / Sonoma County / Russian River Valley / Green Valley of Russian River Valley,Iron Horse,Californian Sparkling,13.5,"Chardonnay, Pinot Noir","['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Aperitif']",64.3,46.29526972,9.05,50.78
192,Monkey Wrench Red 2020,4.1,30,34.99,United States / Washington / Columbia Valley,Mark Ryan Winery,Washington State Red Blend,13.79454297,,"['Beef', 'Pasta', 'Veal', 'Poultry']",71.35,51.29,2.96,63.34
193,Bull By The Horns Cabernet Sauvignon 2019,3.9,104,23.99,United States / California / Central Coast / San Luis Obispo County / Paso Robles,McPrice Myers,Californian Cabernet Sauvignon,14.8,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",80.94,53.83,13.0,44.4
194,Rosé of Pinot Noir 2021,4.0,43,14.95,United States / California / Central Coast,One Stone Cellars,Californian Rosé,13.5,100 Pinot Noir,"['Shellfish', 'Spicy food', 'Appetizers and snacks', 'Fruity desserts', 'Aperitif']",61.73,46.29526972,9.05,53.555
195,Vintner's Reserve Chardonnay 2020,3.9,1946,18.99,United States / California,Kendall-Jackson,Californian Chardonnay,13.5,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",85.0,46.29526972,37.51,45.42
196,Live Oak Zinfandel 2019,4.0,26,26.7,United States / California / Central Coast / San Francisco Bay / Contra Costa County,Cline,Californian Zinfandel,15.0,100 Zinfandel,"['Beef', 'Lamb', 'Poultry']",85.0,29.14,30.02,11.98
197,Bois-Moi Chardonnay 2020,3.9,90,29.94,United States / Oregon / Willamette Valley,Walter Scott,Oregon Chardonnay,13.79454297,,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",53.89,46.29526972,9.05,59.91
198,Alexander Valley Cabernet Sauvignon 2018,3.8,131,34.99,United States / California / North Coast / Sonoma County / Alexander Valley,SIMI,Californian Cabernet Sauvignon,14.5,100 Riesling,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,49.48,2.68,42.67
199,Clark & Telephone Vineyard Pinot Noir 2021,4.3,26,39.99,United States / California / Central Coast / Santa Barbara County / Santa Maria Valley,Belle Glos,Californian Pinot Noir,13.79454297,,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",49.87,18.2,14.51,52.05
200,Blue Jay Pinot Noir 2019,4.3,280,38.99,United States / California / North Coast / Mendocino County / Anderson Valley,Walt,Californian Pinot Noir,14.9,100 Pinot Noir,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",47.8,20.32,9.87,52.94
201,Reserve Cabernet Sauvignon 2018,4.2,49,39.94,United States / California / Central Coast / San Luis Obispo County / Paso Robles,Smith & Hook,Californian Cabernet Sauvignon,14.8,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",85.0,48.79,19.22,40.63
202,Edna Valley Chardonnay (Wolff Vineyard) 2019,3.9,51,23.99,United States / California / Central Coast / San Luis Obispo County / Edna Valley,Mount Eden Vineyards,Californian Chardonnay,14.0,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",83.08,46.29526972,32.5,49.73
203,Heirloom Brut Méthode Champenoise N.V.,4.2,30,23.99,United States / California / North Coast,Beau Vigne,Californian Sparkling,13.79454297,,"['Shellfish', 'Appetizers and snacks', 'Lean fish', 'Aperitif']",65.24,46.29526972,9.05,48.87
204,Sonoma County Cabernet Sauvignon 2018,3.9,4785,19.99,United States / California / North Coast / Sonoma County,Louis M. Martini,Californian Cabernet Sauvignon,13.5,100 Cabernet Sauvignon,[],61.73,46.29526972,9.05,53.555
205,Freakshow Zinfandel 2017,3.8,2289,17.0,United States / California / Central Valley / Lodi,Michael David Winery,Californian Zinfandel,14.5,100 Zinfandel,"['Beef', 'Lamb', 'Poultry']",85.0,31.89,32.61,15.96
206,CrossBarn Cabernet Sauvignon 2018,4.2,59,39.95,United States / California / North Coast / Sonoma County,Paul Hobbs,Californian Cabernet Sauvignon,14.5,100 Cabernet Sauvignon,"['Beef', 'Lamb', 'Game (deer, venison)', 'Poultry']",81.65,51.91,7.35,44.39
207,Twelve Clones Pinot Noir 2019,4.1,115,34.99,United States / California / Central Coast / Monterey County / Santa Lucia Highlands,Morgan,Californian Pinot Noir,14.2,100 Pinot Noir,"['Beef', 'Veal', 'Game (deer, venison)', 'Poultry']",42.63,20.4,5.45,54.13
208,La Storia Petite Sirah 2019,3.9,74,29.0,United States / California / North Coast / Sonoma County / Alexander Valley,Trentadue,Californian Petite Sirah,14.8,100 Petite Sirah,"['Beef', 'Lamb', 'Game (deer, venison)']",79.3,73.78,9.17,53.63
209,Dry Riesling 2020,3.9,188,21.94,United States / California / North Coast / Napa County / Napa Valley / Oak Knoll District,Trefethen,Californian Riesling,12.0,100 Riesling,"['Pork', 'Shellfish', 'Spicy food', 'Poultry', 'Cured Meat']",41.61,46.29526972,1.21,69.68
210,Russian River Valley Chardonnay 2020,4.1,108,24.56,United States / California / North Coast / Sonoma County / Russian River Valley,La Crema,Californian Chardonnay,14.5,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",83.06,46.29526972,35.66,47.27
211,Numbskull 2019,4.0,122,37.99,United States / Washington / Columbia Valley / Walla Walla Valley,Mark Ryan Winery,Washington State Red Blend,13.79454297,,"['Beef', 'Pasta', 'Veal', 'Poultry']",68.84,53.85,7.92,63.38
212,Lodi Zin Old Vine Zinfandel 2018,3.8,302,12.49,United States / California / Central Valley / Lodi,Michael David Winery,Californian Zinfandel,13.79454297,,"['Beef', 'Lamb', 'Poultry']",84.0,35.07,29.22,17.79
213,Chardonnay (Ch) 2019,3.8,611,16.99,United States / Washington / Columbia Valley,Substance,Washington State Chardonnay,13.5,100 Chardonnay,"['Pork', 'Rich fish (salmon, tuna etc)', 'Vegetarian', 'Poultry']",66.39,46.29526972,14.46,57.35
214,Reserve Cabernet Sauvignon 2019,4.2,49,34.99,United States / California / North Coast / Napa County / Napa Valley,Clos de Napa,Napa Valley Cabernet Sauvignon,13.79454297,,"['Beef', 'Lamb', 'Game (deer, venison)', 'Mature and hard cheese', 'Poultry']",85.0,48.68,10.99,54.61
215,Lytton Estate Petite Sirah 2018,4.0,385,39.95,United States / California / North Coast / Sonoma County / Dry Creek Valley,Ridge Vineyards,Californian Petite Sirah,14.5,100 Petite Sirah,"['Beef', 'Lamb', 'Game (deer, venison)']",76.07,78.51,4.59,55.04
